,rank,singer,title,url,album,genre,lang,views,lyrics
10,11,Radiohead,Creep,https://www.letras.com/radiohead/63485/,Pablo Honey,alternativo,en,706961.0,"When you were here before Couldn't look you in the eye You're just like an angel Your skin makes me cry You float like a feather In a beautiful world I wish I was special You're so fucking special But I'm a creep I'm a weirdo What the hell am I doing here? I don't belong here I don't care if it hurts I wanna have control I want a perfect body I want a perfect soul I want you to notice When I'm not around You're so fucking special I wish I was special But I'm a creep I'm a weirdo What the hell am I doing here? I don't belong here Oh, oh She's running out the door She's running out She run, run, run, run Run Whatever makes you happy Whatever you want You're so fucking special I wish I was special But I'm a creep I'm a weirdo What the hell am I doing here? I don't belong here I don't belong here"
11,12,Jesse & Joy,Dueles,https://www.letras.com/jesse-joy/dueles/,Un Besito Más,pop,es,1037210.0,"Cuando estabas junto a mí Nuestra luz era celestial Qué más podía pedir Encontré la felicidad Sin aviso Nuestro paraíso nos dejó Y ahora tu recuerdo Me hace sombra al corazón Hoy se cumple un mes que ya no me ves Te fuiste, nada más Quisiste renunciar a quererme Y cómo dueles Mientras pienso en ti y en lo que perdí Quisiera evitar Haberme permitido amarte Para perderte Y me dueles Cómo dueles Los golpes en la piel Dejan marca y después se van Se van, se van, se van Pero me rompiste en dos Y no encuentro reparación Sin aviso Nuestro paraíso nos dejó Y ahora tu recuerdo Me hace sombra al corazón Hoy se cumple un mes que ya no me ves Te fuiste, nada más Quisiste renunciar a quererme Y cómo dueles Mientras pienso en ti y en lo que perdí Quisiera evitar Haberme permitido amarte Para perderte Y me dueles Cómo dueles Ve a ser libre y a ser feliz Ya da lo mismo aquí Amigos o alguien que conocí Sé un extraño y el dolor dejemos ir Hoy se cumple un mes que ya no me ves Te fuiste, nada más Quisiste renunciar a quererme Y me dueles, dueles, dueles Mientras pienso en ti y en lo que perdí Quisiera evitar Haberme permitido amarte Y no sabes cuánto dueles Dueles Dueles Me dueles Cómo dueles"
12,13,Jack Black,Peaches,https://www.letras.com/jack-black/peaches/,,rock-roll,en,48174.0,"This one is for my one and only true love Princess Peach Peach, you're so cool And with my star, we're gonna rule Peach, understand I'm gonna love you till the very end Peaches, Peaches, Peaches, Peaches, Peaches Peaches, Peaches, Peaches, Peaches, Peaches I love you, oh Peaches, Peaches, Peaches, Peaches, Peaches Peaches, Peaches, Peaches, Peaches, Peaches I love you, oh Mario, Luigi and a Donkey Kong too A thousand troops of Koopas couldn't keep me from you Princess Peach, at the end of the line I'll make you mine, oh Peaches, Peaches, Peaches, Peaches, Peaches Peaches, Peaches, Peaches, Peaches, Peaches I love you, oh Peaches, Peaches Peach, Peach"
13,14,Oasis Ministry,Yahweh Se Manifestará,https://www.letras.com/oasis-ministry/yahweh-se-manifestara/,,gospelreligioso,es,214533.0,"Se siente Tu gloria en este lugar Algo grande va a pasar Se activa lo sobrenatural Se siente Tu gloria en este lugar Algo grande va a pasar Se activa lo sobrenatural Yahweh, Rafa Elohim, Shaddai Jireh, Adonai Se manifestará Se siente Tu gloria en este lugar Algo, algo grande va a pasar Se activa lo sobrenatural Yahweh, Rafa Elohim, Shaddai Jireh, Adonai Se manifestará Yahweh, Rafa Elohim, Shaddai Jireh, Adonai Se manifestará Yahweh, Rafa Elohim, Shaddai, Shaddai, Shaddai Jireh, Adonai Se manifestará Aleluya, aleluya Cuando llegó el día del Pentecostes Estaban todos juntos, unánimes Como estamos todos en este momento Y de repente, se escuchó en el cielo Un viento recio que soplaba en la Tierra El cual llenó toda la casa donde estaban sentados Gloria a Dios, yeh Y se les aparecieron lenguas como de fuego Y fueron repartidas sobre cada uno de ellos Y todos fueron llenos Todos fueron llenos del Espíritu Santo de Dios Y Espíritu Santo les entregó nuevas lenguas Nuevas lenguas de fuego Con volver, lo que el Espíritu les daba que hablasen Aleluya (aleluya) Y en este momento El mismo viento que sopló aquella vez Sopla en este momento acá Mientras tú Le adoras, Él se va a manifestar Mientras tú Le llames, Él se va a manifestar Mientras Si Le llamas, Él se manifiesta Si Le buscas, Él se manifiesta Llámale, llámale, llámale, llámale Si Le adoras, Él se manifestará Si Le llamas, Él se manifestará Si Le buscas, Él se manifestará Si Le adoras, Él se manifestará Si Le llamas, Él se manifestará Si Le buscas, Él se manifestará Si Le adoras, Él se manifestará Si Le llamas, Él se manifestará Si Le buscas, Él se manifestará Si Le adoras, Él se manifestará Si Le llamas, Él se manifestará Si Le buscas, Él se manifestará (¡Él se está manifestando!) Yahweh se manifestará Jireh se manifestará Rafa se manifestará Se manifestará Yahweh se manifestará Jireh se manifestará Rafa se manifestará Se manifestará Si Le adoras, Él se manifestará Si Le llamas, Él se manifestará Si Le buscas, Él se manifestará Si Le adoras, Él se manifestará Si Le llamas, Él se manifestará Si Le buscas, Él se manifestará (Si Le adoras, Él se manifestará) (Si Le llamas, Él se manifestará) (Si Le buscas, Él se manifestará) Si Le adoras, Él se manifestará Si Le llamas, Él se manifestará Si Le buscas, Él se manifestará (No importa tu situación, tu condición) (En esta hora, si Le adoras, Él se manifiesta) Si Le adoras, Él se manifestará Si Le llamas, Él se manifestará Si Le buscas, Él se manifestará (Aleluya, aleluya, aleluya) Si Le adoras, Él se manifestará Si Le llamas, Él se manifestará Si Le buscas, Él se manifestará (¡Él se está manifestando!) Si Le adoras, Él se manifestará Si Le llamas, Él se manifestará Si Le buscas, Él se manifestará Si Le adoras, Él se manifestará Si Le llamas, Él se manifestará Si Le buscas, Él se manifestará Yahweh se manifestará Jireh se manifestará Rafa se manifestará Se manifestará Yahweh se manifestará Jireh se manifestará Rafa se manifestará Se manifestará Yahweh Rafa Elohim Shaddai Jireh Adonai Se manifestará"
14,15,Miley Cyrus,Flowers,https://www.letras.com/miley-cyrus/flowers/,Flowers,pop,en,1111330.0,"We were good, we were gold Kind of dream that can't be sold We were right 'til we weren't Built a home and watched it burn Hum, I didn't wanna leave you I didn't wanna lie Started to cry, but then remembered I I can buy myself flowers Write my name in the sand Talk to myself for hours Say things you don't understand I can take myself dancing And I can hold my own hand Yeah, I can love me better than you can Can love me better I can love me better, baby Can love me better I can love me better, baby Paint my nails cherry-red Match the roses that you left No remorse, no regret I forgive every word you said Ooh, I didn't wanna leave, baby I didn't wanna fight Started to cry, but then remembered I I can buy myself flowers Write my name in the sand Talk to myself for hours, yeah Say things you don't understand I can take myself dancing, yeah I can hold my own hand Yeah, I can love me better than you can Can love me better I can love me better, baby Can love me better I can love me better, baby Can love me better I can love me better, baby Can love me better, ooh, I I didn't wanna leave you I didn't wanna fight Started to cry, but then remembered I I can buy myself flowers (uh, huh) Write my name in the sand (ooh) Talk to myself for hours (yeah) Say things you don't understand (better than you) I can take myself dancing (yeah) I can hold my own hand Yeah, I can love me better than Yeah, I can love me better than you can Can love me better I can love me better, baby (oh) Can love me better I can love me better, baby (than you can) Can love me better I can love me better, baby Can love me better, I"
15,16,KAROL G,TQG (part. Shakira),https://www.letras.com/karol-g/tqg-part-shakira/,MAÑANA SERÁ BONITO,reggaeton,es,306964.0,"La que te dijo que un vacío se llena con otra persona te miente Es como tapar una herida con maquillaje, no se ve, pero se siente Te fuiste diciendo que me superaste y te conseguiste nueva novia Lo que ella no sabe es que tú todavía me está' viendo toa' la historia' Bebé, ¿qué fue? No pues, qué muy tragaíto' ¿Qué haces buscándome el la'o? Si sabes que yo, errores, no repito Dile a tu nueva bebé que, por hombres, no compito Que deje de estar tirando que, al meno', yo te tenía bonito Verte con la nueva, me dolió Pero ya estoy puesta pa' lo mío Lo que vivimos, se me olvidó Y eso es lo que te tiene ofendido Que hasta la vida me mejoró Por acá, ya no eres bienvenido Vi lo que tu novia me tiró Eso no da ni rabia, yo me río, yo me río No tengo tiempo pa' lo que no aporte, ya cambié mi norte Haciendo dinero como deporte Llenando la cuenta, los show', el parking y el pasaporte Estoy más dura, dicen los reportes Ahora tú quieres volver, se te nota, mmm, sí Espérame ahí, que yo soy idiota Se te olvidó que estoy en otra Y que te quedó grande La Bichota Bebé, ¿qué fue? No pues, qué muy tragaíto' ¿Qué haces buscándome el la'o? Si sabes que yo, errores, no repito Dile a tu nueva bebé que, por hombres, no compito Que deje de estar tirando que, al meno', yo te tenía bonito (Shakira, Shakira) Tú te fuiste y yo me puse triple M Más buena, más dura, más level Volver contigo, never, tú eres la mala suerte Porque, ahora, la' bendicione' me llueven Y quieres volver, ya lo suponía Dándole like a las fotos mía Tú buscando por fuera la comida Yo diciendo que era monotonía Y ahora quieres volver, ya lo suponía Dándole like a las fotos mía Te ves feliz con tu nueva vida, pero Si ella supiera que me busca' todavía Bebé, ¿qué fue? No pues, qué muy tragaíto' ¿Qué haces buscándome el la'o? Si sabes que yo, errores, no repito Dile a tu nueva bebé que, por hombres, no compito Que no tiene buena mano y, al menos, yo te tenía bonito (O-O-Ovy On The Drums) (Mi amor, es que usted se alejó mucho) (Y yo de lejos ya no veo, bebé) (TQM, pero TQG, jajaja) (Barranquilla, Medallo)"
16,17,LP,Lost On You,https://www.letras.com/lp/lost-on-you/,Lost on You,indie,en,1287703.0,"When you get older, plainer, saner Will you remember all the danger we came from? Burning like embers, falling tender Long before the days of no surrender, years ago And will you know? So smoke 'em if you got 'em 'Cause it's going down All I ever wanted was you I'll never get to heaven 'Cause I don't know how Let's raise a glass or two To all the things I've lost on you, ooh-oh Tell me: Are they lost on you? Ooh-oh Just that you could cut me loose, ooh-oh After everything I've lost on you Is that lost on you? Ooh-oh, ooh Is that lost on you? Ooh-oh Baby, is that lost on you? Is that lost on you? Wish that I could see the machinations Understand the toil of expectations in your mind Hold me like you never lost your patience Tell me that you love me more than hate me all the time And you're still mine So smoke 'em if you got 'em 'Cause it's going down All I ever wanted was you Let's take a drink of heaven This can turn around Let's raise a glass or two To all the things I've lost on you, ooh-oh Tell me: Are they lost on you? Ooh-oh Just that you could cut me loose, ooh-oh After everything I've lost on you Is that lost on you? Ooh-oh, ooh Is that lost on you? Ooh-oh Baby, is that lost on you? Is that lost on you? Lost on you Lost on you (Oh-oh, ooh-oh) Let's raise a glass or two To all the things I've lost on you, ooh-oh Tell me: Are they lost on you? Ooh-oh Just that you could cut me loose, ooh-oh After everything I've lost on you Is that lost on you? Is that lost on you?"
17,18,Stephen Sanchez,Until I Found You,https://www.letras.com/stephen-sanchez/until-i-found-you/,Until I Found You,poprock,en,314478.0,"Georgia Wrap me up in all your, I want ya In my arms, oh, let me hold ya I'll never let you go again like I did Oh, I used to say I would never fall in love again until I found her I said I would never fall unless it's you I fall into I was lost within the darkness, but then I found her I found you Georgia Pulled me in, I asked to love her Once again you fell, I caught ya I'll never let you go again like I did Oh, I used to say I would never fall in love again until I found her I said I would never fall unless it's you I fall into I was lost within the darkness, but then I found her I found you I would never fall in love again until I found her I said I would never fall unless it's you I fall into I was lost within the darkness, but then I found her I found you"
18,19,Peso Pluma,Rosa Pastel (part. Jasiel Nuñez),https://www.letras.com/peso-pluma/rosa-pastel-part-jasiel-nunez/,,ranchera,es,8804.0,"De poca edad, pero bien listo, porque, la verdad Siempre persisto pa', grande, llegar En mi cabeza, siempre mi papá Saludos pa'l boss que está junto a Dios En mi cabeza, lo que me enseñó Sigo bien trucha haciendo negocios Allá por Ámsterdam, la muevo yo Y metemos gol, ya saben qué show Ahí va una clave para el que sabe De subida, nos llevamos postre Un flanecito, ¿sí o no, mi parce? Ande, pruébese, ¿qué le parece? Si se corona, pues ya me enfiesté Como se dice: Mijo, hágale, pues Ahí va una onza de rosa pastel Pa' que se parche y dime qué es lo que es Las avionetas llevan el mandado Como si fuéramos supermercado El viejo lobo, mi padrino Hog Ahí va el saludón para el señorón Hasta el pueblo Y ya sabe qué show, carnal Pura Doble P ¡Cha-chau! Así nomás, compa Jasiel Núñez Puro rosa pastel Y allá en la selva del Amazonas A un titán, conocí, yo mucho le aprendí Y a esa persona muy importante Que va a lado de mi papá, ya que está aquí La mente piensa, no tiene ciencia Hacer las cosas bien, negocios anda al cien Y, con paciencia, con mucha fuerza Pues ya las detoné, pues ya las coroné De poca edad, pero bien listo, porque, la verdad Siempre persisto pa', grande, llegar En mi cabeza, siempre mi papá Saludos pa'l boss que está junto a Dios En mi cabeza, lo que me enseñó Sigo bien trucha haciendo negocios Allá por Ámsterdam, la muevo yo Y metemos gol, ya saben qué show Ya saben qué show (Ya saben qué show)"
19,20,Creedence Clearwater Revival,Have You Ever Seen The Rain?,https://www.letras.com/creedence-clearwater-revival/70219/,Pendulum,rock-roll,en,925462.0,"Someone told me long ago There's a calm before the storm I know, it's been comin' for some time When it's over, so they say It'll rain a sunny day I know, shinin' down like water I wanna know, have you ever seen the rain? I wanna know, have you ever seen the rain Comin' down on a sunny day? Yesterday and days before Sun is cold and rain is hard I know, been that way for all my time 'Til forever on it goes Through the circle, fast and slow I know, it can't stop, I wonder I wanna know, have you ever seen the rain? I wanna know, have you ever seen the rain Comin' down on a sunny day? Yeah I wanna know, have you ever seen the rain? I wanna know, have you ever seen the rain Comin' down on a sunny day?"
20,21,Julio Melgar,Tus Cuerdas de Amor (part. Lowsan Melgar),https://www.letras.com/julio-melgar/cuerdas-de-amor/,Tus Cuerdas de Amor (part. Lowsan Melgar),gospelreligioso,es,844134.0,"Aunque pase el tiempo, sé Que tu promesa, cumplirás Nada en ti, se perderá Esa es mi seguridad Tus cuerdas de amor Cayeron sobre mí Tus cuerdas de amor Cayeron sobre mí Es tu amor que me sostiene El que me levanta El que me da paz Me da seguridad Es tu amor que me sostiene El que me levanta El que me da paz Me da seguridad De lo que vendrá Tú tienes el control Nunca pierdes el control Escucho el eco de tu voz Resonando en mi interior Tus palabras me sostendrán Esa es mi seguridad Los velos están cayendo hoy Hoy puedo ver con claridad Mi fe se está encendiendo hoy Hoy me vuelvo a levantar Es tu amor que me sostiene El que me levanta El que me da paz Me da seguridad Es tu amor que me sostiene El que me levanta El que me da paz Me da seguridad De lo que vendrá Tú tienes el control Nunca pierdes el control De lo que vendrá Tú tienes el control Nunca pierdes el control"
21,22,Eladio Carrión,Si La Calle Llama (Remix) (part. Myke Towers),https://www.letras.com/eladio-carrion/si-la-calle-llama-remix-part-myke-towers/,3MEN2 KBRN,hip-hop-rap,es,92003.0,"Mi primer par de peso' Me acuerdo del día que del dinero yo me enamoré El cartero llegó sonriendo, me dijo que yo coroné Le di una paca y le dije: ¿Qué tal si lo hacemo' otra ve'? Me dijo: Pues, claro, cabrón Ahora ese cabrón tiene un Patek Si la calle llama, yo lo vo'a coger Tú me conoce', eso e' nada nuevo Le di un beso en la frente a mi mujer Le dejé un par de peso' encaletao' por si no llego Sabe que estoy ice, frío, hielo Llego al bloque y me congelo Real reconoce real Yo real nací y real me muero Como Marcelo Del suelo pa'l cielo To' lo que me jodí, saben ya lo que hay Nigga, I'ma ball como LaMelo Ice, frío, hielo Llego al bloque y me congelo Real reconoce real Yo real nací y real me muero Si la calle llama, yo le doy al verde Yo vivo todo' los día' como si fuera un vierne', ¿me entiende'? Quieren tumbarme como Las Torre' en septiembre Porsche 911 en las carrera' de la fiebre Frío en mi canto y mucho má' en el tuyo Si no tengo un palo encima, yo no bajo pa'l estudio Yo detrás de ningún jodedor me refugio Ando a lo Vin Diesel en Fast and the Furious Quince mujere' vestida' de blanco En casa 'e campo, no le meto a la cuatro canto' Tengo en el mismo tabaco como cuatro pasto' La máquina me combina con las cuatro cáctu' Despué' que termina el show, me tiro pa'l work through Con los moreno' fumando Backwood To' los OG me dicen: Stay focus La fama e' una puta, ahora me dijo: Back to Yo me la clavo si ella se pone Tengo la ruta, también las cone Y no me igualan ni aunque me clonen Yo dudo mucho que me destronen A mí me quieren en la casa bichote' Ey, y me respetan los patrone' La tengo encima, no me importa que se note Ey, si quiero mando a que te exploten Saben que estoy ice, frío, hielo Llego al bloque y me congelo Real reconoce real Yo real nací y real me muero Como Marcelo Del suelo pa'l cielo To' lo que me jodí, saben ya la que hay Nigga, I'ma ball como LaMelo Maldito dinero, cómo te odio Hijueputa, te quiero, te adoro y te amo Detrás de los cero' Benjamin Franklin nunca cierra los ojos, o no descansamo' Señor de Los Cielo', no son escolare' las libreta' cada ve' que volamo' Pago con sudor toda' mis deuda' y luego con dólare' coronamo' Y yo veo mostro', pero son mostro' que a vece' nosotro' mismo' los creamo' Ando con ochenta, esas son dos glopeta' clavá' dentro de la G-Wagon Se cayó un opp, la champán se destapa, brindamo', las copa' chocamo' Tengo un par de envidioso' que hablaron mierda, después se la tragaron Ey, soy la corriente, Killua Mi flow tan pesa'o, necesito dos grúa' Cortamo' la grama, vimo' todo' los serpiente' que la piel se les muda Ey, llego pa' Chile, me dicen que soy un poeta, Eladio Neruda Ey, dicen que el año es de ello', me río en silencio, ellos lo juran Ey, ellos lo juran Sí, tienen talento, pero no duran Dicen que son los duro', pero cuando lo dicen en la cara se ve que dudan Me tiran la mala, eso es polvo en los hombro', ya mismo JAY-Z lo sacuda 'Toy en tu bloque frío con cojone' con to' mis reloje', pulsera' y cuban Si la calle llama, yo lo vo'a coger Tú me conoce', eso e' nada nuevo Le di un beso en la frente a mi mujer Le dejé un par de peso' encaletao' por si no llego Sabe que estoy ice, frío, hielo Llego al bloque y me congelo Real reconoce real Yo real nací y real me muero Como Marcelo Del suelo pa'l cielo To' lo que me jodí, saben ya lo que hay Nigga, I'ma ball como LaMelo Ice, frío, hielo Llego al bloque y me congelo Real reconoce real Yo real nací y real me muero"
22,23,Maroon 5,Memories,https://www.letras.com/maroon-5/memories/,Memories,pop,en,512629.0,"Here's to the ones that we got Cheers to the wish you were here, but you're not 'Cause the drinks bring back all the memories Of everything we've been through Toast to the ones here today Toast to the ones that we lost on the way 'Cause the drinks bring back all the memories And the memories bring back, memories bring back you There's a time that I remember When I did not know no pain When I believed in forever And everything would stay the same Now my heart feel like December When somebody say your name 'Cause I can't reach out to call you But I know I will one day, yeah Everybody hurts sometimes Everybody hurts someday, ay, ay But everything gon' be alright Go and raise a glass and say, ay Here's to the ones that we got Cheers to the wish you were here, but you're not 'Cause the drinks bring back all the memories Of everything we've been through Toast to the ones here today Toast to the ones that we lost on the way 'Cause the drinks bring back all the memories And the memories bring back, memories bring back you Doo, doo, doo, doo, doo, doo Doo, doo, doo, doo, doo, doo, doo, doo Doo, doo, doo, doo, doo, doo, doo Memories bring back, memories bring back you There's a time that I remember When I never felt so lost When I felt all of the hatred Was too powerful to stop (oh, yeah) Now my heart feel like an ember And it's lighting up the dark I'll carry these torches for ya That you know I'll never drop, yeah Everybody hurts sometimes Everybody hurts someday, ay, ay But everything gon' be alright Go and raise a glass and say, ay Here's to the ones that we got (oh, oh) Cheers to the wish you were here, but you're not 'Cause the drinks bring back all the memories Of everything we've been through (no, no) Toast to the ones here today Toast to the ones that we lost on the way 'Cause the drinks bring back all the memories And the memories bring back, memories bring back you Doo, doo, doo, doo, doo, doo Doo, doo, doo, doo, doo, doo, doo, doo Doo, doo, doo, doo, doo, doo, doo Memories bring back, memories bring back you Doo, doo, doo, doo, doo, doo Doo, doo, doo, doo, doo, doo, doo, doo Doo, doo, doo, doo, doo, doo, doo (ooh, yeah) Memories bring back, memories bring back you Yeah, yeah, yeah Yeah, yeah, yeah, yeah, no, no Memories bring back, memories bring back you"
23,24,Bad Bunny,"Tú No Vive Así (part. Arcangel, DJ Luian y Mambo Kingz)",https://www.letras.com/bad-bunny/tu-no-vive-asi/,,reggaeton,es,660566.0,"Me acostumbré al sour, ya no patea Me llegan a casa, no se capean Solo modelos como Barea Multiplicar cienes es en la tarea Yo soy el cacique en tu propia aldea Valgo más que todo lo que te rodea No te la crea, recuerda que Curry la mete Hasta que Lebron lo galdea Baja pa' la cuesta Que ando con la orquesta, cabrón, no es la sexta Yo nunca estoy abajo en las apuestas y menos en esta Dile a Vico que, de la recta final, estamos en el final de la recta El diablo me inyecta y saco la que suena y los acuesta Otro que se cae por la fuerza de gravedad Otro más por si sobrevive de casualidad Refuta mi tesis, cabrón, te vamos a dar catequesis No he metido un gol y tengo cristianos orándole a Messi Tú ronca' cabrón y tú no vive' así (tú no vive' así) Tu jefa se pasa pendiente de mí (pendiente de mí) Me llama pa' darle y le digo que si Yo soy un hijueputa desde que nací Tú ronca' cabrón y tú no vive' así (tú no vive' así) Tu jeva me llama y le digo que sí (le digo que sí) Yo no voy a cambiar, yo siempre he sido así (sigo a­quí, sigo, sigo a­quí) Yo soy un hijueputa desde que nací Volví, pero pa' meterle al beat Pero cómo que volví, yo no entiendo, si yo nunca me fui Más duro que el bicho mío, jode conmigo y sales partido Tengo un par de hijos, un par de sobrinos El que no me dice papi, me dice tío Respeten los rangos, la posición Cambié la fama por admiración Nunca me quedo sin munición Quieren frontear, pero no tienen condición Sigo mi vida, vivo cabrón Siempre activo en mi maquinón Salí solito del callejón Y le compré una mansión a mami de un millón Tengo la grasa Tengo el piquete que mueve las masas Soy fiel a mi disquera Por eso to' el mundo pregunta qué pasa Arcángel suena Hey, por más que lo bloqueemos Arcángel llena todos los conciertos Y nosotros no lo tenemos Tú ronca' cabrón y tú no vive' así (tú no vive' así) Tu jeva me llama y le digo que sí (le digo que sí) Yo no voy a cambiar, yo siempre he sido así (nunca) Yo soy un hijueputa desde que nací Tú ronca' cabrón y tú no vive' así (tú no vive' así) Tu jeva se pasa pendiente de mí (pendiente de mí) Me llama pa' darle y le digo que si (le digo que nací) Yo (soy un hijueputa desde que nací) Hoy salimos de noche con todos los muchachos Puestos pa' la hisetería Estos cabrones me roncan de palo Y nosotros, dueños de la ferretería Andamos con to' los rosarios sin saber el Ave María Me roncan, me roncan, me roncan, me roncan Y están como Meek Mill, sin batería No fallamos un gancho Hoy si me toma el engancho Nos metemos a tu rancho Y en la cara te hacemos un hueco ancho ¿Qué si soy maleante? Cabrón, yo no sé Lo que sé Es que los nervios no existen después de 2 percocet Hoy no hay escusa, y si se saca, se usa Si mi 40 fuera Versache, en la cara te hacemos una medusa La noche es confusa y si conmigo te cruzas Cabrón, te vamo' a dejar brincando como en el Lollapalooza Marihuana, la hooka y pastilla La cubana que te dejo grilla'o Hoy te ponemos en capilla Aunque ande con la familia comiendo empadilla Todavía no ha nacido alguien que lo haga cómo yo Si no te pillo en PR, te pillo en los 2000 New York Austin, baby (oh shit) Bad Bunny, El Conejo Malo Y yo soy El Duende Malvado (Hear This Music) O sea que nos quedó cabrón Díselo Luian, Mambo Kingz"
